ID	y
845	0
846	1
847	1
848	0
849	0
850	1
851	1
852	1
853	1
854	0
855	1
856	0
857	0
858	1
859	1
860	0
861	0
862	1
863	1
864	1
865	1
866	0
867	1
868	0
869	1
870	0
871	1
872	0
873	1
874	0
875	1
876	0
877	1
878	0
879	1
880	0
881	1
882	0
883	1
884	0
885	1
886	0
887	1
888	0
889	1
890	0
891	1
892	0
893	1
894	1
895	1
896	1
897	1
898	1
899	1
900	1
901	1
902	1
903	1
904	1
905	1
906	1
907	0
908	1
909	1
910	0
911	0
912	1
913	1
914	1
915	1
916	0
917	1
918	0
919	0
920	1
921	1
922	0
923	0
924	1
925	1
926	1
927	1
928	0
929	1
930	0
931	1
932	0
933	1
934	0
935	1
936	0
937	1
938	0
939	1
940	0
941	1
942	0
943	1
944	0
945	1
946	0
947	1
948	0
949	1
950	0
951	1
952	0
953	1
954	0
955	1
956	1
957	1
958	1
959	1
960	1
961	1
962	1
963	1
964	1
965	1
966	1
967	1
968	1
969	0
970	1
971	1
972	0
973	0
974	1
975	1
976	1
977	1
978	0
979	1
980	0
981	0
982	1
983	1
984	0
985	0
986	1
987	1
988	1
989	1
990	0
991	1
992	0
993	1
994	0
995	1
996	0
997	1
998	0
999	1
1000	0
1001	1
1002	0
1003	1
1004	0
1005	1
1006	0
1007	1
1008	0
1009	1
1010	0
1011	1
1012	0
1013	1
1014	0
1015	1
1016	0
1017	1
1018	1
1019	1
1020	1
1021	1
1022	1
1023	1
1024	1
1025	1
1026	1
1027	1
1028	1
1029	1
1030	1
1031	0
1032	1
1033	1
1034	0
1035	0
1036	1
1037	1
1038	1
1039	1
1040	0
1041	1
1042	0
1043	0
1044	1
1045	1
1046	0
1047	0
1048	1
1049	1
1050	1
1051	1
1052	0
1053	1
1054	0
1055	1
1056	0
1057	1
1058	0
1059	1
1060	0
1061	1
1062	0
1063	1
1064	0
1065	1
1066	0
1067	1
1068	0
1069	1
1070	0
1071	1
1072	0
1073	1
1074	0
1075	1
1076	0
1077	1
1078	0
1079	1
1080	1
1081	1
1082	1
1083	1
1084	1
1085	1
1086	1
1087	1
1088	1
1089	1
1090	1
1091	1
1092	1
1093	0
1094	1
1095	1
1096	0
1097	0
1098	1
1099	1
1100	1
1101	1
1102	0
1103	1
1104	0
1105	0
1106	1
1107	1
1108	0
1109	0
1110	1
1111	1
1112	1
1113	1
1114	0
1115	1
1116	0
1117	1
1118	0
1119	1
1120	0
1121	1
1122	0
1123	1
1124	0
1125	1
1126	0
1127	1
1128	0
1129	1
1130	0
1131	1
1132	0
1133	1
1134	0
1135	1
1136	0
1137	1
1138	0
1139	1
1140	0
1141	1
1142	1
1143	1
1144	1
1145	1
1146	1
1147	1
1148	1
1149	1
1150	1
1151	1
1152	1
1153	1
1154	1
1155	0
1156	1
1157	1
1158	0
1159	0
1160	1
1161	1
1162	1
1163	1
1164	0
1165	1
1166	0
1167	0
1168	1
1169	1
1170	0
1171	0
1172	1
1173	1
1174	1
1175	1
1176	0
1177	1
1178	0
1179	1
1180	0
1181	1
1182	0
1183	1
1184	0
1185	1
1186	0
1187	1
1188	0
1189	1
1190	0
1191	1
1192	0
1193	1
1194	0
1195	1
1196	0
1197	1
1198	0
1199	1
1200	0
1201	1
1202	0
1203	1
1204	1
1205	1
1206	1
1207	1
1208	1
1209	1
1210	1
1211	1
1212	1
1213	1
1214	1
1215	1
1216	1
1217	0
1218	1
1219	1
1220	0
1221	0
1222	1
1223	1
1224	1
1225	1
1226	0
1227	1
1228	0
1229	0
1230	1
1231	1
1232	0
1233	0
1234	1
1235	1
1236	1
1237	1
1238	0
1239	1
1240	0
1241	1
1242	0
1243	1
1244	0
1245	1
1246	0
1247	1
1248	0
1249	1
1250	0
1251	1
1252	0
1253	1
1254	0
1255	1
1256	0
1257	1
1258	0
1259	1
1260	0
1261	1
1262	0
1263	1
1264	0
1265	1
1266	1
1267	1
1268	1
1269	1
1270	1
1271	1
1272	1
1273	1
1274	1
1275	1
1276	1
1277	1
1278	1
1279	0
1280	1
1281	1
1282	0
1283	0
1284	1
1285	1
1286	1
1287	1
1288	0
1289	1
1290	0
1291	0
1292	1
1293	1
1294	0
1295	0
1296	1
1297	1
1298	1
1299	1
1300	0
1301	1
1302	0
1303	1
1304	0
1305	1
1306	0
1307	1
1308	0
1309	1
1310	0
1311	1
1312	0
1313	1
1314	0
1315	1
1316	0
1317	1
1318	0
1319	1
1320	0
1321	1
1322	0
1323	1
1324	0
1325	1
1326	0
1327	1
1328	1
1329	1
1330	1
1331	1
1332	1
1333	1
1334	1
1335	1
1336	1
1337	1
1338	1
1339	1
1340	1
1341	0
1342	1
1343	1
1344	0
1345	0
1346	1
1347	1
1348	1
1349	1
1350	0
1351	1
1352	0
1353	0
1354	1
1355	1
1356	0
1357	0
1358	1
1359	1
1360	1
1361	1
1362	0
1363	1
1364	0
1365	1
1366	0
1367	1
1368	0
1369	1
1370	0
1371	1
1372	0
1373	1
1374	0
1375	1
1376	0
1377	1
1378	0
1379	1
1380	0
1381	1
1382	0
1383	1
1384	0
1385	1
1386	0
1387	1
1388	0
1389	1
1390	1
1391	1
1392	1
1393	1
1394	1
1395	1
1396	1
1397	1
1398	1
1399	1
1400	1
1401	1
1402	1
1403	0
1404	1
1405	1
1406	0
1407	0
1408	1
1409	1
1410	1
1411	1
1412	0
1413	1
1414	0
1415	0
1416	1
1417	1
1418	0
1419	0
1420	1
1421	1
1422	1
1423	1
1424	0
1425	1
1426	0
1427	1
1428	0
1429	1
1430	0
1431	1
1432	0
1433	1
1434	0
1435	1
1436	0
1437	1
1438	0
1439	1
1440	0
1441	1
1442	0
1443	1
1444	0
1445	1
1446	0
1447	1
1448	0
1449	1
1450	0
1451	1
1452	1
1453	1
1454	1
1455	1
1456	1
1457	1
1458	1
1459	1
1460	1
1461	1
1462	1
1463	1
1464	1
1465	0
1466	1
1467	1
1468	0
1469	0
1470	1
1471	1
1472	1
1473	1
1474	0
1475	1
1476	0
1477	0
1478	1
1479	1
1480	0
1481	0
1482	1
1483	1
1484	1
1485	1
1486	0
1487	1
1488	0
1489	1
1490	0
1491	1
1492	0
1493	1
1494	0
1495	1
1496	0
1497	1
1498	0
1499	1
1500	0
1501	1
1502	0
1503	1
1504	0
1505	1
1506	0
1507	1
1508	0
1509	1
1510	0
1511	1
1512	0
1513	1
1514	1
1515	1
1516	1
1517	1
1518	1
1519	1
1520	1
1521	1
1522	1
1523	1
1524	1
1525	1
1526	1
1527	0
1528	1
1529	1
1530	0
1531	0
1532	1
1533	1
1534	1
1535	1
1536	0
1537	1
1538	0
1539	0
1540	1
1541	1
1542	0
1543	0
1544	1
1545	1
1546	1
1547	1
1548	0
1549	1
1550	0
1551	1
1552	0
1553	1
1554	0
1555	1
1556	0
1557	1
1558	0
1559	1
1560	0
1561	1
1562	0
1563	1
1564	0
1565	1
1566	0
1567	1
1568	0
1569	1
1570	0
1571	1
1572	0
1573	1
1574	0
1575	1
1576	1
1577	1
1578	1
1579	1
1580	1
1581	1
1582	1
1583	1
1584	1
1585	1
1586	1
1587	1
1588	1
1589	0
1590	1
1591	1
1592	0
1593	0
1594	1
1595	1
1596	1
1597	1
1598	0
1599	1
1600	0
1601	0
1602	1
1603	1
1604	0
1605	0
1606	1
1607	1
1608	1
1609	1
1610	0
1611	1
1612	0
1613	1
1614	0
1615	1
1616	0
1617	1
1618	0
1619	1
1620	0
1621	1
1622	0
1623	1
1624	0
1625	1
1626	0
1627	1
1628	0
1629	1
1630	0
1631	1
1632	0
1633	1
1634	0
1635	1
1636	0
1637	1
1638	1
1639	1
1640	1
1641	1
1642	1
1643	1
1644	1
1645	1
1646	1
1647	1
1648	1
1649	1
1650	1
1651	0
1652	1
1653	1
1654	0
1655	0
1656	1
1657	1
1658	1
1659	1
1660	0
1661	1
1662	0
1663	0
1664	1
1665	1
1666	0
1667	0
1668	1
1669	1
1670	1
1671	1
1672	0
1673	1
1674	0
1675	1
1676	0
1677	1
1678	0
1679	1
1680	0
1681	1
1682	0
1683	1
1684	0
1685	1
1686	0
1687	1
1688	0
1689	1
1690	0
1691	1
1692	0
1693	1
1694	0
1695	1
1696	0
1697	1
1698	0
1699	1
1700	1
1701	1
1702	1
1703	1
1704	1
1705	1
1706	1
1707	1
1708	1
1709	1
1710	1
1711	1
1712	1
1713	0
1714	1
1715	1
1716	0
1717	0
1718	1
1719	1
1720	1
1721	1
1722	0
1723	1
1724	0
1725	0
1726	1
1727	1
1728	0
1729	0
1730	1
1731	1
1732	1
1733	1
1734	0
1735	1
1736	0
1737	1
1738	0
1739	1
1740	0
1741	1
1742	0
1743	1
1744	0
1745	1
1746	0
1747	1
1748	0
1749	1
1750	0
1751	1
1752	0
1753	1
1754	0
1755	1
1756	0
1757	1
1758	0
1759	1
1760	0
1761	1
1762	1
1763	1
1764	1
1765	1
1766	1
1767	1
1768	1
1769	1
1770	1
1771	1
1772	1
1773	1
1774	1
1775	0
1776	1
1777	1
1778	0
1779	0
1780	1
1781	1
1782	1
1783	1
1784	0
1785	1
1786	0
1787	0
1788	1
1789	1
1790	0
1791	0
1792	1
1793	1
1794	1
1795	1
1796	0
1797	1
1798	0
1799	1
1800	0
1801	1
1802	0
1803	1
1804	0
1805	1
1806	0
1807	1
1808	0
1809	1
1810	0
1811	1
1812	0
1813	1
1814	0
1815	1
1816	0
1817	1
1818	0
1819	1
1820	0
1821	1
1822	0
1823	1
1824	1
1825	1
1826	1
1827	1
1828	1
1829	1
1830	1
1831	1
1832	1
1833	1
1834	1
1835	1
1836	1
1837	0
1838	1
1839	1
1840	0
1841	0
1842	1
1843	1
1844	1
1845	1
1846	0
1847	1
1848	0
1849	0
1850	1
1851	1
1852	0
1853	0
1854	1
1855	1
1856	1
1857	1
1858	0
1859	1
1860	0
1861	1
1862	0
1863	1
1864	0
1865	1
1866	0
1867	1
1868	0
1869	1
1870	0
1871	1
1872	0
1873	1
1874	0
1875	1
1876	0
1877	1
1878	0
1879	1
1880	0
1881	1
1882	0
1883	1
1884	0
1885	1
1886	1
1887	1
1888	1
1889	1
1890	1
1891	1
1892	1
1893	1
1894	1
1895	1
1896	1
1897	1
1898	1
1899	0
1900	1
1901	1
1902	0
1903	0
1904	1
1905	1
1906	1
1907	1
1908	0
1909	1
1910	0
1911	0
1912	1
1913	1
1914	0
1915	0
1916	1
1917	1
1918	1
1919	1
1920	0
1921	1
1922	0
1923	1
1924	0
1925	1
1926	0
1927	1
1928	0
1929	1
1930	0
1931	1
1932	0
1933	1
1934	0
1935	1
1936	0
1937	1
1938	0
1939	1
1940	0
1941	1
1942	0
1943	1
1944	0
1945	1
1946	0
1947	1
1948	1
1949	1
1950	1
1951	1
1952	1
1953	1
1954	1
1955	1
1956	1
1957	1
1958	1
1959	1
1960	1
1961	0
1962	1
1963	1
1964	0
1965	0
1966	1
1967	1
1968	1
1969	1
1970	0
1971	1
1972	0
1973	0
1974	1
1975	1
1976	0
1977	0
1978	1
1979	1
1980	1
1981	1
1982	0
1983	1
1984	0
1985	1
1986	0
1987	1
1988	0
1989	1
1990	0
1991	1
1992	0
1993	1
1994	0
1995	1
1996	0
1997	1
1998	0
1999	1
2000	0
2001	1
2002	0
2003	1
2004	0
2005	1
2006	0
2007	1
2008	0
2009	1
2010	1
2011	1
2012	1
2013	1
2014	1
2015	1
2016	1
2017	1
2018	1
2019	1
2020	1
2021	1
2022	1
2023	0
2024	1
2025	1
2026	0
2027	0
2028	1
2029	1
2030	1
2031	1
2032	0
2033	1
2034	0
2035	0
2036	1
2037	1
2038	0
2039	0
2040	1
2041	1
2042	1
2043	1
2044	0
2045	1
2046	0
2047	1
2048	0
2049	1
2050	0
2051	1
2052	0
2053	1
2054	0
2055	1
2056	0
2057	1
2058	0
2059	1
2060	0
2061	1
2062	0
2063	1
2064	0
2065	1
2066	0
2067	1
2068	0
2069	1
2070	0
2071	1
2072	1
2073	1
2074	1
2075	1
2076	1
2077	1
2078	1
2079	1
2080	1
2081	1
2082	1
2083	1
2084	1
2085	0
2086	1
2087	1
2088	0
2089	0
2090	1
2091	1
2092	1
2093	1
2094	0
2095	1
2096	0
2097	0
2098	1
2099	1
2100	0
2101	0
2102	1
2103	1
2104	1
2105	1
2106	0
2107	1
2108	0
2109	1
2110	0
2111	1
2112	0
2113	1
2114	0
2115	1
2116	0
2117	1
2118	0
2119	1
2120	0
2121	1
2122	0
2123	1
2124	0
2125	1
2126	0
2127	1
2128	0
2129	1
2130	0
2131	1
2132	0
2133	1
2134	1
2135	1
2136	1
2137	1
2138	1
2139	1
2140	1
2141	1
2142	1
2143	1
2144	1
2145	1
2146	1
2147	0
2148	1
2149	1
2150	0
2151	0
2152	1
2153	1
2154	1
2155	1
2156	0
2157	1
2158	0
2159	0
2160	1
2161	1
2162	0
2163	0
2164	1
2165	1
2166	1
2167	1
2168	0
2169	1
2170	0
2171	1
2172	0
2173	1
2174	0
2175	1
2176	0
2177	1
2178	0
2179	1
2180	0
2181	1
2182	0
2183	1
2184	0
2185	1
2186	0
2187	1
2188	0
2189	1
2190	0
2191	1
2192	0
2193	1
2194	0
2195	1
2196	1
2197	1
2198	1
2199	1
2200	1
2201	1
2202	1
2203	1
2204	1
2205	1
2206	1
2207	1
2208	1
2209	0
2210	1
2211	1
2212	0
2213	0
2214	1
2215	1
2216	1
2217	1
2218	0
2219	1
2220	0
2221	0
2222	1
2223	1
2224	0
2225	0
2226	1
2227	1
2228	1
2229	1
2230	0
2231	1
2232	0
2233	1
2234	0
2235	1
2236	0
2237	1
2238	0
2239	1
2240	0
2241	1
2242	0
2243	1
2244	0
2245	1
2246	0
2247	1
2248	0
2249	1
2250	0
2251	1
2252	0
2253	1
2254	0
2255	1
2256	0
2257	1
2258	1
2259	1
2260	1
2261	1
2262	1
2263	1
2264	1
2265	1
2266	1
2267	1
2268	1
2269	1
2270	1
2271	0
2272	1
2273	1
2274	0
2275	0
2276	1
2277	1
2278	1
2279	1
2280	0
2281	1
2282	0
2283	0
2284	1
2285	1
2286	0
2287	0
2288	1
2289	1
2290	1
2291	1
2292	0
2293	1
2294	0
2295	1
2296	0
2297	1
2298	0
2299	1
2300	0
2301	1
2302	0
2303	1
2304	0
2305	1
2306	0
2307	1
2308	0
2309	1
2310	0
2311	1
2312	0
2313	1
2314	0
2315	1
2316	0
2317	1
2318	0
2319	1
2320	1
2321	1
2322	1
2323	1
2324	1
2325	1
2326	1
2327	1
2328	1
2329	1
2330	1
2331	1
2332	1
2333	0
2334	1
2335	1
2336	0
2337	0
2338	1
2339	1
2340	1
2341	1
2342	0
2343	1
2344	0
2345	0
2346	1
2347	1
2348	0
2349	0
2350	1
2351	1
2352	1
2353	1
2354	0
2355	1
2356	0
2357	1
2358	0
2359	1
2360	0
2361	1
2362	0
2363	1
2364	0
2365	1
2366	0
2367	1
2368	0
2369	1
2370	0
2371	1
2372	0
2373	1
2374	0
2375	1
2376	0
2377	1
2378	0
2379	1
2380	0
2381	1
2382	1
2383	1
2384	1
2385	1
2386	1
2387	1
2388	1
2389	1
2390	1
2391	1
2392	1
2393	1
2394	1
2395	0
2396	1
2397	1
2398	0
2399	0
2400	1
2401	1
2402	1
2403	1
2404	0
2405	1
2406	0
2407	0
2408	1
2409	1
2410	0
2411	0
2412	1
2413	1
2414	1
2415	1
2416	0
2417	1
2418	0
2419	1
2420	0
2421	1
2422	0
2423	1
2424	0
2425	1
2426	0
2427	1
2428	0
2429	1
2430	0
2431	1
2432	0
2433	1
2434	0
2435	1
2436	0
2437	1
2438	0
2439	1
2440	0
2441	1
2442	0
2443	1
2444	1
2445	1
2446	1
2447	1
2448	1
2449	1
2450	1
2451	1
2452	1
2453	1
2454	1
2455	1
2456	1
2457	0
2458	1
2459	1
2460	0
2461	0
2462	1
2463	1
2464	1
2465	1
2466	0
2467	1
2468	0
2469	0
2470	1
2471	1
2472	0
2473	0
2474	1
2475	1
2476	1
2477	1
2478	0
2479	1
2480	0
2481	1
2482	0
2483	1
2484	0
2485	1
2486	0
2487	1
2488	0
2489	1
2490	0
2491	1
2492	0
2493	1
2494	0
2495	1
2496	0
2497	1
2498	0
2499	1
2500	0
2501	1
2502	0
2503	1
2504	0
2505	1
2506	1
2507	1
2508	1
2509	1
2510	1
2511	1
2512	1
2513	1
2514	1
2515	1
2516	1
2517	1
2518	1
2519	0
2520	1
2521	1
2522	0
2523	0
2524	1
2525	1
2526	1
2527	1
2528	0
2529	1
2530	0
2531	0
2532	1
2533	1
2534	0
2535	0
2536	1
2537	1
2538	1
2539	1
2540	0
2541	1
2542	0
2543	1
2544	0
2545	1
2546	0
2547	1
2548	0
2549	1
2550	0
2551	1
2552	0
2553	1
2554	0
2555	1
2556	0
2557	1
2558	0
2559	1
2560	0
2561	1
2562	0
2563	1
2564	0
2565	1
2566	0
2567	1
2568	1
2569	1
2570	1
2571	1
2572	1
2573	1
2574	1
2575	1
2576	1
2577	1
2578	1
2579	1
2580	1
2581	0
2582	1
2583	1
2584	0
2585	0
2586	1
2587	1
2588	1
2589	1
2590	0
2591	1
2592	0
2593	0
2594	1
2595	1
2596	0
2597	0
2598	1
2599	1
2600	1
2601	1
2602	0
2603	1
2604	0
2605	1
2606	0
2607	1
2608	0
2609	1
2610	0
2611	1
2612	0
2613	1
2614	0
2615	1
2616	0
2617	1
2618	0
2619	1
2620	0
2621	1
2622	0
2623	1
2624	0
2625	1
2626	0
2627	1
2628	0
2629	1
2630	1
2631	1
2632	1
2633	1
2634	1
2635	1
2636	1
2637	1
2638	1
2639	1
2640	1
2641	1
2642	1
2643	0
2644	1
2645	1
2646	0
2647	0
2648	1
2649	1
2650	1
2651	1
2652	0
2653	1
2654	0
2655	0
2656	1
2657	1
2658	0
2659	0
2660	1
2661	1
2662	1
2663	1
2664	0
2665	1
2666	0
2667	1
2668	0
2669	1
2670	0
2671	1
2672	0
2673	1
2674	0
2675	1
2676	0
2677	1
2678	0
2679	1
2680	0
2681	1
2682	0
2683	1
2684	0
2685	1
2686	0
2687	1
2688	0
2689	1
2690	0
2691	1
2692	1
2693	1
2694	1
2695	1
2696	1
2697	1
2698	1
2699	1
2700	1
2701	1
2702	1
2703	1
2704	1
2705	0
2706	1
2707	1
2708	0
2709	0
2710	1
2711	1
2712	1
2713	1
2714	0
2715	1
2716	0
2717	0
2718	1
2719	1
2720	0
2721	0
2722	1
2723	1
2724	1
2725	1
2726	0
2727	1
2728	0
2729	1
2730	0
2731	1
2732	0
2733	1
2734	0
2735	1
2736	0
2737	1
2738	0
2739	1
2740	0
2741	1
2742	0
2743	1
2744	0
2745	1
2746	0
2747	1
2748	0
2749	1
2750	0
2751	1
2752	0
2753	1
2754	1
2755	1
2756	1
2757	1
2758	1
2759	1
2760	1
2761	1
2762	1
2763	1
2764	1
2765	1
2766	1
2767	0
2768	1
2769	1
2770	0
2771	0
2772	1
2773	1
2774	1
2775	1
2776	0
2777	1
2778	0
2779	0
2780	1
2781	1
2782	0
2783	0
2784	1
2785	1
2786	1
2787	1
2788	0
2789	1
2790	0
2791	1
2792	0
2793	1
2794	0
2795	1
2796	0
2797	1
2798	0
2799	1
2800	0
2801	1
2802	0
2803	1
2804	0
2805	1
2806	0
2807	1
2808	0
2809	1
2810	0
2811	1
2812	0
2813	1
2814	0
2815	1
2816	1
2817	1
2818	1
2819	1
2820	1
2821	1
2822	1
2823	1
2824	1
2825	1
2826	1
2827	1
2828	1
2829	0
2830	1
2831	1
2832	0
2833	0
2834	1
2835	1
2836	1
2837	1
2838	0
2839	1
2840	0
2841	0
2842	1
2843	1
2844	0
2845	0
2846	1
2847	1
2848	1
2849	1
2850	0
2851	1
2852	0
2853	1
2854	0
2855	1
2856	0
2857	1
2858	0
2859	1
2860	0
2861	1
2862	0
2863	1
2864	0
2865	1
2866	0
2867	1
2868	0
2869	1
2870	0
2871	1
2872	0
2873	1
2874	0
2875	1
2876	0
2877	1
2878	1
2879	1
2880	1
2881	1
2882	1
2883	1
2884	1
2885	1
2886	1
2887	1
2888	1
2889	1
2890	1
2891	0
2892	1
2893	1
2894	0
2895	0
2896	1
2897	1
2898	1
2899	1
2900	0
2901	1
2902	0
2903	0
2904	1
2905	1
2906	0
2907	0
2908	1
2909	1
2910	1
2911	1
2912	0
2913	1
2914	0
2915	1
2916	0
2917	1
2918	0
2919	1
2920	0
2921	1
2922	0
2923	1
2924	0
2925	1
2926	0
2927	1
2928	0
2929	1
2930	0
2931	1
2932	0
2933	1
2934	0
2935	1
2936	0
2937	1
2938	0
2939	1
2940	1
2941	1
2942	1
2943	1
2944	1
2945	1
2946	1
2947	1
2948	1
2949	1
2950	1
2951	1
2952	1
2953	0
2954	1
2955	1
2956	0
2957	0
2958	1
2959	1
2960	1
2961	1
2962	0
2963	1
2964	0
2965	0
2966	1
2967	1
2968	0
2969	0
2970	1
2971	1
2972	1
2973	1
2974	0
2975	1
2976	0
2977	1
2978	0
2979	1
2980	0
2981	1
2982	0
2983	1
2984	0
2985	1
2986	0
2987	1
2988	0
2989	1
2990	0
2991	1
2992	0
2993	1
2994	0
2995	1
2996	0
2997	1
